TransID,CustID,TransTotal,TransNumItems,TransDesc
15030,41,68.93,4,House television until.
15065,80,29.0,1,Administration its level.
15073,175,33.64,8,Risk opportunity accept affect.
15141,38,33.61,5,Method hard personal.
15142,47,79.03,10,Science site different learn.
15168,173,98.26,14,Like fly north night.
15204,78,72.04,14,Soldier after sea kind.
15253,155,57.91,12,Chair coach activity.
15286,223,76.21,12,East somebody camera explain.
15305,135,88.65,8,Cold admit floor late.
15463,37,64.71,4,At better sure sign.
15520,20,70.4,2,Interest gas receive.
15537,223,21.33,11,Else education agent.
15554,201,74.76,5,Future bill interest class.
15596,217,96.82,6,Decide success agency.
15608,2,97.74,9,Imagine letter never.
15642,197,99.43,10,Ability size marriage.
15647,138,68.22,3,Attorney recent toward him.
15683,163,18.89,7,Trouble response tree.
15688,193,21.57,7,Appear minute final.
15691,106,12.61,9,Federal health difference.
15702,147,56.97,14,Hit situation serve.
15717,47,36.16,12,Available attention.
15729,131,58.78,12,Forget soon science.
15731,32,53.91,12,Family fill whether.
15743,51,93.66,15,Often force magazine black.
15779,1,58.26,5,Security traditional manager.
15788,128,67.6,4,International possible.
15799,26,16.33,9,Building special less.
15820,113,26.69,2,Year establish painting.
15835,176,68.81,12,Mother speech floor.
15908,21,22.65,10,Spring avoid subject.
15933,64,11.85,3,General garden pay require.
15934,91,76.71,1,Medical business amount.
15978,203,30.24,8,Open citizen when level.
15991,18,13.51,11,Rate billion doctor.
16020,219,66.24,1,Speak actually commercial.
16022,184,49.72,7,Government everybody.
16070,196,19.95,2,Choice class likely dark.
16075,179,15.56,15,Professional each thus.
16177,59,34.3,13,Education school concern.
16178,241,81.15,12,Analysis although identify.
16188,70,45.35,3,Project heart smile.
16205,5,62.4,15,Rise receive school mission.
16232,173,33.18,10,Stock ability answer.
16249,21,29.94,14,Statement after value.
16262,162,18.33,2,Local student clear.
16281,141,22.91,4,Play actually front.
16306,191,58.67,13,Receive listen then.
16316,134,71.74,13,Explain partner argue.
16347,96,39.27,12,Professor available.
16360,210,13.33,9,Happen actually fish.
16398,192,43.75,3,Until specific five.
16404,55,58.37,5,State television police resource.
16410,10,47.02,15,With go approach condition.
16417,244,73.66,1,Down commercial education try.
16442,32,68.34,7,Information but owner.
16456,2,65.05,9,Indicate well foreign base.
16475,190,41.49,10,Lose real according.
16477,89,74.36,6,Sister president continue.
16506,229,46.74,7,Along imagine success.
16519,107,22.0,5,Someone nature among.
16521,109,35.38,3,Talk threat building.
16531,157,81.98,13,World quickly many collection.
16556,30,26.49,9,Recognize structure above.
16571,49,40.07,7,Outside professional rule.
16581,84,35.28,8,Attack price material gas.
16586,71,58.75,7,Interesting defense.
16628,43,60.09,4,Forward organization.
16640,4,37.45,14,Yeah miss discover weight.
16650,158,85.12,11,Answer reflect thousand large.
16664,86,23.44,4,Word American window.
16686,103,36.55,9,Address kid way choice.
16691,177,70.26,10,Suddenly agency offer.
16706,44,95.05,3,Office whatever citizen understand.
16715,125,84.44,2,Situation something against something.
16755,83,18.65,6,Benefit represent indicate save.
16762,185,16.7,4,Major run almost second.
16767,244,71.59,4,Idea together positive power.
16795,103,23.19,1,Similar political white involve.
16810,201,43.24,9,Modern participant executive call.
16812,106,52.58,4,Law that brother yes.
16822,163,49.11,7,Throughout training.
16895,117,10.84,12,Everybody discover travel.
16912,61,30.6,4,Require heart treatment coach.
16929,136,28.21,1,Themselves my conference.
16931,210,47.37,4,Western family establish.
16935,153,88.46,15,Street government experience.
16939,76,39.02,5,Direction very near.
17010,140,42.68,6,Up science box late.
17023,36,59.97,6,Tell consumer partner.
17059,222,73.41,3,Modern material strong.
17065,148,51.53,7,Middle happen shake friend.
17071,68,35.93,8,Option brother even.
17088,181,59.63,4,Thank especially grow.
17100,96,58.16,5,Beyond forward poor.
17106,29,85.89,1,Decide production option.
17112,30,88.32,8,Policy success child.
17123,151,52.36,4,Environment service.
17138,54,59.36,10,Remember place thousand.
17141,0,56.68,7,Environment fund clearly.
17234,61,50.98,7,Seem subject science.
17266,160,55.79,13,Amount certain peace.
17312,75,75.54,12,Performance management hope.
17324,130,36.88,12,Artist development bar.
17325,63,10.1,6,Cut help particularly.
17384,65,95.42,1,Mission however need.
17403,186,36.39,2,Congress early quickly.
17425,14,83.54,12,Away develop personal minute.
17528,244,76.26,9,Woman security laugh.
17564,125,81.16,6,For physical sell majority.
17615,3,64.19,4,Woman although sense.
17633,70,16.92,4,Be commercial people.
17660,217,94.31,12,Long station quality.
17666,172,62.3,11,Forget save everything.
17681,156,53.05,4,Near religious trouble oil.
17682,195,74.22,11,Experience southern site.
17713,129,62.08,11,Material participant political.
17721,39,56.69,6,Together seek since.
17744,59,83.66,11,Personal home believe.
17745,188,69.52,9,Difference several itself.
17754,167,49.3,5,Hotel country sport.
17765,117,89.8,14,Fact Congress indeed happy.
17767,19,68.15,6,Receive threat onto open.
17776,103,51.83,6,Middle difference instead.
17792,178,81.71,4,Character state water.
17794,37,23.72,3,Right strong garden.
17804,172,39.72,15,Example court list result.
17822,210,97.47,7,It partner knowledge.
17856,246,49.6,5,International system.
17867,109,27.09,12,Only century act coach.
17869,165,62.75,1,Feeling lay audience.
17872,55,95.67,11,Like quality put threat.
17882,95,35.57,3,Republican save protect.
17890,156,38.55,3,Remember community bag.
17904,100,81.2,4,Soldier key suggest.
17916,139,99.08,14,Individual black election.
17917,183,61.28,8,Care wait indeed game.
17919,29,16.09,11,Prevent control always.
17952,136,94.87,4,Black director actually case.
17975,188,19.01,9,Whatever central where.
17977,22,49.27,15,Great project discuss.
18002,158,94.47,5,Quality century method.
18024,85,11.17,13,Newspaper mean financial.
18048,78,61.05,12,Including blood evening.
18071,66,37.61,13,Marriage feel during suggest.
18079,112,76.92,5,Decision college trip.
18103,195,24.74,12,Majority crime industry.
18175,120,94.13,2,Production national.
18212,234,91.47,6,Everyone cover level.
18213,227,15.13,11,Term history general.
18219,131,78.53,4,Month alone experience.
18221,7,22.2,6,South reality chair.
18250,106,45.91,7,Unit indicate individual.
18267,126,95.99,7,Beat mind national state.
18289,3,75.09,13,Through carry research.
18305,249,54.62,10,Force talk daughter.
18311,224,76.63,1,Director wish night.
18341,15,13.67,2,Entire front recognize industry.
18343,178,55.63,7,Become consider yard.
18358,94,24.74,13,Itself husband spend.
18394,56,41.17,2,Effect food summer security.
18417,129,62.32,1,South certain practice.
18436,124,88.94,2,Difference art treat.
18445,102,30.82,7,Still realize impact join.
18509,18,17.02,5,May mind somebody national.
18517,95,76.76,10,On north remember response.
18531,190,64.23,1,Individual believe open.
18568,205,69.65,11,After fund executive.
18582,194,79.24,8,Later water student real.
18598,101,29.12,9,Order second leg plant.
18601,151,72.43,7,Small war officer story.
18665,67,48.63,4,Person environmental provide.
18688,184,19.26,12,Step information all.
18715,170,19.02,5,Beyond six mean measure.
18731,25,72.2,3,Various decide wall.
18753,37,74.89,15,Itself ground blood.
18877,158,66.48,3,Forget if represent thus.
18899,53,91.87,7,Him month themselves.
18903,148,91.63,6,Hospital stop describe.
18911,161,94.52,13,Financial particular.
18944,155,98.34,11,Natural if represent.
18951,22,58.87,14,Lead machine meeting.
18980,45,22.41,5,Already position relationship.
19038,95,73.01,5,Account order plant.
19070,177,97.88,9,Book morning population.
19094,145,81.72,8,Appear window always.
19096,84,79.31,6,Economic shake trouble.
19120,226,51.48,9,Heart discussion very.
19122,31,48.68,3,Size Republican conference.
19138,222,15.41,9,Fill gun politics decision.
19147,113,34.78,8,Professional third magazine cup.
19167,151,43.94,12,Without raise yourself.
19218,150,13.77,5,Join road market question.
19228,221,44.18,9,View standard stock.
19283,160,35.04,1,Store politics under.
19324,8,48.5,7,According professional writer western.
19341,239,72.26,14,Member practice statement.
19345,92,83.74,13,Road interest step so.
19387,65,19.61,6,Language beyond fall friend.
19392,140,63.23,13,Strategy hour until.
19415,135,21.35,14,It nor start personal.
19436,161,50.06,5,Response religious training religious.
19451,124,65.64,8,Should operation skill.
19473,25,22.28,3,Man rock seven until.
19498,124,49.32,13,International beat turn herself.
19518,39,14.74,1,Place magazine bring.
19528,15,97.36,14,Seek very should practice.
19530,58,72.27,10,Know political hope.
19538,163,92.71,13,Forward popular land.
19579,140,11.44,4,Month discover film.
19642,75,62.5,11,Offer attention training.
19644,5,28.75,5,Relationship yet plant.
19650,166,72.38,6,Understand practice.
19657,213,26.7,12,Collection career appear.
19691,39,10.39,10,Sense give event simple.
19712,246,66.69,7,Issue she newspaper.
19714,132,92.16,12,Interview debate car.
19729,7,17.91,11,Election what security.
19748,109,98.78,7,Spend southern successful much.
19839,22,60.77,6,Care think daughter.
19845,197,94.83,7,Professional natural general size.
19851,24,76.61,12,Material camera education.
19858,70,79.99,12,Whatever maintain our help.
19891,4,51.54,3,Cost especially analysis.
19993,120,61.01,11,Economic face black.
20016,109,14.86,9,Left mission investment here.
20045,133,59.88,9,What sense international class.
20047,103,70.66,4,Artist bank person reach.
20065,55,75.67,4,Agent financial activity pass.
20083,8,32.38,3,Take against theory.
20088,2,63.76,10,Window policy these.
20094,176,42.67,6,Later task everyone.
20110,243,77.94,3,Remember general there.
20111,127,32.11,8,Popular expert whatever.
20147,16,35.91,7,Enough mean light bag.
20174,246,40.75,14,Whether agree turn since.
20195,92,67.9,6,Support standard around.
20196,158,51.43,9,Affect near surface.
20227,203,35.99,5,Financial explain structure.
20234,136,77.8,11,What heavy research.
20236,10,72.44,12,Dinner station activity rest.
20258,9,17.42,14,Build consider accept.
20303,70,64.94,8,Quality charge number.
20312,129,84.79,6,Culture language today.
20335,158,21.48,2,Painting interesting.
20354,237,44.8,5,Wide throw though operation.
20358,171,15.14,6,Weight collection hair.
20385,183,60.75,9,Speech building whether.
20433,55,81.48,14,Trip clearly decade.
20446,26,44.2,1,Writer including stand.
20487,59,38.94,10,Customer car second rock.
20541,141,98.57,5,Sea financial available.
20548,89,38.38,2,Safe team vote memory.
20561,64,62.07,2,What side remember figure.
20587,121,13.39,7,Factor beyond television.
20643,221,42.87,6,Include room strategy.
20686,226,96.14,10,Standard little defense.
20730,53,30.09,1,Century within there.
20745,246,21.89,12,Positive executive only.
20806,142,70.96,9,Car issue loss range.
20818,192,41.24,1,Seven much health evidence.
20822,92,24.39,5,Unit return then morning.
20846,39,60.95,10,National political treatment.
20852,159,66.87,8,Population unit western.
20873,35,87.57,8,Improve maybe smile.
20875,168,45.21,6,Analysis bank media.
20906,213,41.63,15,Republican long material address.
20907,77,94.34,6,Remember pretty evidence.
20941,86,91.47,7,Be condition president.
20994,134,61.42,8,Hour feel important them.
20997,5,57.7,1,Expert hear environmental.
21079,118,83.62,15,Leader side Congress.
21096,13,73.43,13,Democratic recently.
21137,211,98.13,9,Risk another company.
21139,35,85.74,13,Same experience perform senior.
21210,140,71.71,4,Hot trip matter about.
21216,158,15.26,12,Arrive agree the field.
21233,135,70.34,7,Meet investment professor.
21246,199,87.07,8,Building scientist along task.
21248,108,49.6,14,Ability son structure.
21265,78,26.63,1,Technology commercial improve.
21298,166,47.54,8,Beautiful list write.
21307,81,42.89,11,Argue authority check.
21319,102,98.0,5,Technology seven cause.
21328,191,10.53,12,Character rule always.
21336,180,44.63,8,Particularly question woman.
21339,60,54.5,8,Floor site property.
21385,1,45.76,1,Information who decade.
21437,4,88.08,8,Nothing high player.
21438,81,77.65,14,Despite difficult happy.
21450,103,16.01,12,Fear reflect general.
21458,227,39.96,3,Just speech mission.
21525,166,12.87,10,Who Republican performance.
21569,54,15.17,1,Recently individual.
21577,111,25.66,10,Financial on cause him.
21618,19,16.96,8,Would attack knowledge.
21633,115,64.9,7,Thousand research Republican candidate.
21635,182,11.06,12,Turn tonight similar.
21645,60,21.55,13,Discuss single author.
21676,8,34.97,8,Bank visit pick part.
21698,198,52.57,2,Brother later something.
21763,52,66.95,5,Coach attack allow firm.
21776,88,15.8,10,Everything population shoulder affect.
21797,31,24.38,11,International indeed police.
21816,248,48.67,5,Traditional south return.
21843,46,38.07,14,Not without analysis.
21846,126,28.02,15,Nice someone behavior.
21876,79,43.98,8,Fast of yard difference.
22018,82,36.18,4,Remain contain early.
22061,238,46.6,1,Control determine fact.
22067,151,46.26,2,Environment free community.
22076,74,55.51,11,Raise coach parent discuss.
22100,135,38.93,1,Real expect believe professional.
22105,50,73.66,3,Which culture official.
22113,7,99.71,11,Cause summer respond.
22187,127,95.97,3,Become community big.
22198,220,12.99,13,Camera professional send.
22236,51,19.49,3,Pick right son already.
22313,241,55.26,2,Popular movement decade.
22326,60,46.11,3,Surface away station.
22343,177,67.39,13,Friend wide structure.
22370,20,94.13,6,Message watch source.
22408,196,48.69,4,South tough series first.
22412,3,56.44,8,More magazine health.
22453,19,76.87,15,Real summer although simply.
22462,65,65.84,15,International hundred grow.
22472,52,61.75,2,Catch recognize space.
22508,160,33.65,11,Dinner worker purpose.
22524,136,39.88,7,Tree product still right.
22544,121,21.88,13,Congress author building.
22563,162,95.86,7,Reveal various risk say.
22573,101,88.92,13,Require assume onto.
22612,5,52.67,14,Customer community meet.
22614,10,48.97,15,Understand research.
22617,143,36.03,12,Miss break entire star.
22645,82,28.97,9,Surface right finally.
22686,109,54.12,5,Another audience voice.
22689,224,22.25,5,Relationship federal appear.
22701,22,45.2,14,Plant service increase.
22734,242,69.46,9,Chance challenge exist.
22741,238,49.03,13,Democrat democratic.
22759,87,55.88,10,Analysis current responsibility.
22791,162,66.78,4,Health lead collection.
22801,80,56.93,7,Challenge crime personal.
22831,26,74.01,14,Culture fill couple.
22836,207,81.11,4,Heavy customer year.
22851,89,49.79,6,Particularly night seven.
22856,113,17.09,15,He million amount with.
22861,177,22.54,15,Account difficult of.
22879,175,21.52,2,Write less performance.
22887,150,86.1,8,Computer build tend.
22891,49,39.61,4,Sea traditional source.
22919,232,99.82,12,Traditional crime charge.
22920,78,34.3,3,Anything agreement know.
22927,213,75.43,1,Risk organization writer.
